groupName,projectName,projectDescription,type,description,contextOfUse,inputs,outputs,metrics,standOutFeatures,token for 10k solving,Access
Pathophysiology Library,Bile Acid Distribution and Metabolism,Voronova 2020,QSP,"The physiological model consists of ordinary differential equations (ODEs) capturing distribution and biotransformation of 3 major bile acids (cholic, chenodeoxycholic, and deoxycholic acids). The model describes the dynamics of the different free and conjugated forms of bile-acids in the systemic circulation, the hepatoportal region, and the gastrointestinal tract. These dynamics are modulated following food consumption (4 meals per day implemented). The goal is to observe the behavior upon patient stabilization.","- Species: Human
- Biological context: Physiological model of distribution and metabolism of unconjugated (u), and glycine- (g) or taurine-conjugated (t) forms of 3 major bile acids: cholic (CA), chenodeoxycholic (CDCA), and deoxycholic acids (DCA)
- Virtual population characteristics: None.
- Time scale: days","Main Inputs:
- Control the number of meals (select True or False for each one)  :  isMealXGiven
Standard simulations:
Duration: 25 Days; Observation Frequency: 30 minutes","Suggested Outputs:
- Total bile acid concentration in plasma  (Tag(s): Output)  :    TotalConcBA_PL
- Normalize value of C4 and FGF19 in plasma  (Tag(s): Output)  :    C4, FGF19","- Variables (75): unconjugated (u), and glycine- (g) or taurine-conjugated (t) forms cholic (CA), chenodeoxycholic (CDCA), and deoxycholic acids (DCA) in the diffrent compartments, Fibroblast Growth Factor-19 (FGF19) and C4.
- Odes (74): dynamics of all the variables (in amounts), except C4 computed directly from FGF19 level
- Bioreactions (0): None
- Parameters (453)
- Compartments (9): All compartments shown on Figure 1: Systemic circulation (named either SYS or PL), Portal vein (PV), Sinusoidal space (SIN), Liver (LIV), Bile duct (BD), Gallblader (GB), Duodenojejunum (DJ) or upper intestine (UINT), Ileum (IL) or lower intestine (LINT), Colon (COL)
- Events (16): meal-related (4 meals per day), impacting gallbladder emptying, gastric motility, gut microbiome activity and blood circulation","- Outputs of interest (tag: Outputs):
    ConcXX_Comp: concentration of BA XX in compartment Comp
    C4  and  FGF19: Normalized value of plasma C4 and plasma FGF19
    TotalConcBA_Comp: total concentration of all BAs in specific compartment
    FractionXX_Comp  : percent of one type of BA in the compartment Comp",200,Freemium
Pathophysiology Library,Tumor growth and oncolytic virus,Guo 2023,PKPD,"The paper presents a mathematical model of oncolytic virus therapy that investigates the role of the immune response in the treatment. The model likely consists of differential equations describing interactions between oncolytic adenoviruses (OAds), tumor cells, and immune system components. The focus is on understanding how the immune response affects the virus's ability to eliminate tumors.","- Treatment:  Oncolytic adenovirus (OAd) therapy
- Target Species:  Humans
- Pathology:  Cancer (likely solid tumors)
- Main Characteristics of the Population:  Patients with tumors susceptible to OAd therapy; specific characteristics might depend on tumor type and immune response
- Time Scale:  Days to weeks (considering viral replication, immune response, and tumor regression)
- Biological Scale:  Cellular/tissue level (interaction between virus, tumor cells, and immune components)","Main Inputs:
To select the adenovirus:
- Adenovirus selection:  Adenovirus
- Drug dose Lenograstim :  doseLenograstim
To change patient and population descriptors(Tag(s): PDK, PDU):
- Body surface area:  BSA
- Age:  Age
- Bone marrow cellularity:  BMcellularityCategory  
Standard simulations:
- Evolution of tunor:  Duration: 200 Days; Observation Frequency: 1 day","Suggested Outputs:
- Tumor volume  (Tag(s): Output)  :    TumorVolume  
- Interferon response  (Tag(s): Output)  :    F
- Virus  (Tag(s): Output)  :  V","- Species (5) : Represents the tumor cells, the tumor cells in eclipse phase, the virus, the infected tumor cells, the interferon response
- ODEs (5): Dynamics of each species
- Parameters (12): All equilibrium constants and protocol specific parameters","- Possibility to change the adenovirus
- Outputs of interest (tag Output):
    TumorVolume: Total volume of the tumor
    E, F, I, T, V: all the species",200,Freemium
Pathophysiology Library,Approach to an α-synuclein-based BST model of Parkinson's disease,"M. B. Sass et al., 2008",QSP,"The paper describes a computational systems biology model for Parkinson's disease (PD) using a pragmatic application of Biochemical Systems Theory (BST). The model focuses on the aggregation of α-synuclein, a protein central to PD pathology, and its interaction with other cellular pathways such as:
The approach allows the integration of qualitative and semi-quantitative data to analyze system behavior and test hypotheses. Four disease perturbations are modeled, including elevated α-synuclein aggregation and overexpression, impaired dopamine packaging, and increased neurotoxin levels. Additionally, treatment strategies such as l-dopa therapy and MAO inhibition are evaluated.
Key insights include:
- Elevated α-synuclein and dopamine lead to increased ROS and proteasomal inhibition.
- Proteasomal and lysosomal activities are interlinked, compensating for dysfunctions in degradation pathways.
- Treatment effects show improvements in dopamine packaging but potential long-term cellular stress.
The model is validated against experimental literature and highlights emergent properties of PD, emphasizing its use in exploring therapeutic strategies and understanding disease mechanisms.",Patient with Parkinson Disease,"Main Inputs:
- Change the disease status  (Tag: PS):  DiseaseEffect
Standard simulations:
- Duration: 100s
- Observation Frequency: 1s","Suggested Outputs:
- Fibril and Protofibril  (Tag: Outputs):  Fibril, Protofibril
- Lewy bodies  (Tag: Outputs):  Lewy_body","- Species (76) : Corresponds to several neuro molecule (Dopamine, neurotoxins, fibrils etc.) in various states and nutrient molecules (H20, CO2 etc.)
- Reactions (58): 58 reactions and 1 additional ODE
- Parameters (247): Kinetics constants and biological variables,and technical parameters
- Compartments (5): Autophagosome, Lysosome, Neuronal cytosone, Proteasone, Vesicle","- Possibility to select the intensity of the disease by increasing the value of  DiseaseEffect
- Outputs of interest:
    Fibril, Protofibril, Lewy_body",200,Freemium
Pathophysiology Library,Metabolic Contribution to Photoreceptor Death in Retinitis,"E.T Camacho et al., 2016",Mechanistic,"Retinitis pigmentosa is a group of inherited degenerative eye diseases characterized by mutations in the genetic structure of the photoreceptors that leads to the premature death of both rod and cone photoreceptors.
In order to understand the process a simple ODEs model with 4 equations is implemented. This model accounts for healthy rod cells, sick rod cells, cones and ""nutrients"". The interaction between these four species allows to find several stable states that describes different biological conditions like first stage of RP, total blindness etc.","This model can be used to explore the various stability points of the model and explore the conditions that lead to specific stages of the disease. Furthermore, some analysis on parameters value in the paper shows how changing the some of them can affect the RP.",,,"- Variables (4) : Normal rod cells, sick rod cells, cones, nutrients
- ODEs (4): For each variable above
- Parameters (14): Model constant
- Compartments: None","- Mouse
- Possibility to vary the initial concentration of many blood factors
- Outputs of interest:
    Normal Rod cells, sick rod cells, Cones, Nutrients",200,Freemium
Pathophysiology Library,Atherosclerotic Cardiovascular Disease (ASCVD),Nova - Model on demand,QSP,"To emulate long-term clinical trials using a knowledge-based mechanistic computational model for inclisiran's effects on cardiovascular outcomes. The program focuses on ASCVD patients with elevated LDL-C despite conventional lipid-lowering therapy in the context of the SIRIUS program. Developed by aggregating literature data on ASCVD pathophysiology and lipid-lowering therapies. The model uses equations to simulate biological and clinical processes like lipoprotein metabolism and plaque dynamics. A simulated cohort of patients representing real-world ASCVD characteristics, generated using patient-level data from major clinical trials and observational studies. Inclisiran was compared against placebo, ezetimibe, and evolocumab under different baseline therapies.","- Treatments : Inclisiran, Ezetimibe, Evolucumab
- Species: Human
- Pathology: ASCVD patients with elevated LDL-C despite conventional lipid-lowering therapy
- Biological context: The model is formulated as a set of biological reactions.The model was calibrated using clinical trial data and validated by reproducing known outcomes from landmark trials like ORION-11 and FOURIER
- Virtual population characteristics: Real world ASCVD population characteristics.
- Time scale: Years",,,"Exact number of model components depending on the modules selected.
- Speices (23): Treatments in various organs, Lipids, Macrophages
- Reactions + Odes (47+79): Evolutions of the lipids and treatments actions
- Parameters (400): Biological constants, kinetic parameters, technical parameters.
- Compartments (16): PK compartments, Enterocytes, Gut, plasma, hepatocytes.
- Events: Treatments related","- Possibility to select several treatments and change the regimen
- Output of interest: Treatment concentration, Hepatocytes.Chol, Plasma.HDLc, Plasma.LDLc",850,Premium
Pathophysiology Library,Acute Myeloid Leukemia,Nova - Model on demand,QSP,"Acute Myeloid Leukemia is a hematologic malignancy.It originates from a hematopoietic stem cell acquiring genetic mutations which increase the newly-appeared leukemic stem cell proliferation capacity and block the daughter cells's differentiation. The undifferentiated immature cells born from leukemic stem cells are designed as ""leukemic blasts"", which reside within the bone marrow and ultimately undergo extravasation into the bloodstream.The diagnosis of AML is posed when the patient shows more than 20% of leukemic blasts in the peripheral blood or bone marrow.
Nova's Acute Myeloid Leukemia (AML) model includes the leukemogenesis process from the leukemic stem cell to the final leukemic blast. The competition in terms of space in the bone marrow is described as an overcrowding phenomenon.
The AML model is composed of several modules in order to enable/disable several options, pathways, mechanisms, outcomes or treatments depending on the target context of use.","- Treatments :  ADCC, ADCP, CDC IgG1 mAb, bispecific T-cell engaging IgG1/IgG4, ADC, Venetoclax, Azacitidine
- Species: Human,  Subcutaneous Mouse or Disseminated Mouse
- Pathology: Acute Myeloid Leukemia
- Biological context: The model is formulated as a set of biological reactions. Each AML use case consists in a specific combination of AML modules applied to a specific context (disease, + drug + population) which have been calibrated to reproduce specific model outputs. These AML use cases can directly be reused through export of their associated serialized models.
- Virtual population characteristics: Depends on the module selected, from a singular patient to in vitro experiments on single cell line or human population.
- Time scale: weeks to years",,,"Exact number of model components depending on the modules selected.
- Variables (40): healthy and leukemic cells with 3 different maturation stages in the Bone Marrow (stem cells, progenitor cells, leukemic blasts / mature cells), leukemic blasts and mature blood cells in the Blood, DNA damage
- Reactions (80): Self-renewal and differentiation, Exfiltration to blood, Cell death, Clonal heterogeneity, Overcrowding in the bone marrow
- Parameters (400):
- Compartments (2): Bone Marrow and Blood
- Events: Treatments related","- Modular model that can be adapted to specific use cases: select species, treatment and virtual  population
- Outputs of interest:
    - Blast counts in the Bone marrow/ Peripheral Blood
  - Response based on blast counts",850,Premium
Pathophysiology Library,Influenza Vaccine,Model on demand,QSP,"The model in the paper ""Multi-strain modeling of influenza vaccine effectiveness in older adults and its dependence on antigenic distance"" is a mechanistic, knowledge-based mathematical model. It focuses on understanding how antigenic matching and vaccine dosage influence vaccine effectiveness (VE) for influenza A/H1N1 and A/H3N2 virus strains, particularly in older adults. The model simulates immune responses elicited by vaccination or infection, incorporating both humoral and cellular immunity. It considers innate and adaptive immune responses, including B and T cell activation, memory cell formation, and cross-reactivity between strains.","Population of intererest:
- Adults of 50+ years old.
Several vaccines available:
- High-dose
- Standard-dose
Two strains:
- A/H1N1
- A/H3N2",,,"- Species (212) : Corresponds to lung cells, the virus, the vaccines and the immune system.
- Reactions + Odes (700 + 2): Corresponds to the disease progression, the immune system effects, and the vaccine (uptake and immune system activation)
- Parameters (473): Kinetics constants and biological variables,and technical parameters
- Compartments (7): Blood, Upper Respiratory Tract (URT), Lower Respiratory Tract (LRT), Muscle, LymphnodeURT, LymphnodeLRT, LymphnodeVIS (Vaccine Injection Site, Muscle)","- Possibility to select several dose levels for vaccines, and simulate infection
- Possibility to change the antigenic distance
- Cross reactivity based Antigenic distance
- Outputs of interest:
    - Vaccine efficacy
  - Disease damage",850,Premium
Pathophysiology Library,Non Small Cell Lung Cancer - Mouse,Model on demand,QSP model,"Nova's non small cell lung cancer (NSCLC) disease model of epidermal growth factor receptor (EGFR) mutant lung adenocarcinoma (LUAD) includes intracellular signaling pathways, tumor cell dynamics with the immune system and tumor (including metastases) evolution. It allows investigating new treatments against EGFRmutant LUAD. This version is reduced model focused on mice.","Population of intererest:
- Mouse:
    - EGFR mutant LUAD at stage IIIb or IV
One available drug: Gefitinib",,,"- Species (3) : LivingTumoral cell, Dead tumoral cells, Gefitinib.
- Odes (3): For each species
- Parameters (~100): Kinetics constants and biological variables,and technical parameters
- Compartments (1): Tumor","- Possibility to  change the regimen
- Outputs of interest:
    - Tumor Volume",850,Premium
Pathophysiology Library,Systemic Lupus Erythematosus,Yazdani 2023,Mechanistic,"The model was constructed based on ordinary differential equations (ODEs).Systemic lupus erythematosus (SLE) is a chronic autoimmune disease where the immune system mistakenly attacks healthy tissues in various parts of the body, leading to widespread inflammation and damage. SLE can affect multiple systems, including the skin, joints, kidneys, brain, and heart. Symptoms vary widely, often including fatigue, joint pain, skin rashes, and fever. The exact cause of SLE is not known, but it involves a combination of genetic, environmental, and hormonal factors. It is a physiological model (all the time variables are either numerical or normalized) that represents the five phases of SLE: the predisposition, the autoantibody manifestation, Clinical Podromes, the visible phase where the SLE is observable (and treated), and the flare and remission phase.","- Treatment: Mesenchymal Stem Cell
- Specie: Human
- Pathology: SLE
- Biological context: The model is a mechanistic model of SLE, normalized, that shows the whole evolution of the disease, from the predisposition to the remission
- Virtual population characteristics: None.
- Time scale: Several years (trigger: day 60, SLE apparition: day 800, follow up; day 6000)",No main inputs,"Suggested outputs:
- Systemic inflammation  (Tag: Output):  SI
- Antigen  (Tag: Output): Ag","- Variables (11): Represents the Antigen, the Immune System, the Systemic Inflammation and the treatments.
- Odes (11): One for each variables
- Bioreactions (0): All the model is implemented in ODEs
- Parameters (59): All equilibrium constants and protocol specific parameters
- Compartments (0): None","- Outputs of interest with the tags    Output  :
    Ag: Antigen
    Ac: Activation of complement
    Inf: Inflammation
    IC: Immune components
    SI: Systemic inflammation",200,Freemium
Pathophysiology Library,Covid-19,R. Rao 2023,QSP,"This paper presents a comprehensive model that simulates the progression and treatment of SARS-CoV-2 infection. By integrating viral load dynamics and immune responses in both plasma and lung tissues, the authors developed a quantitative systems pharmacology (QSP) model to understand COVID-19 pathogenesis. They validated this model against clinical trial data involving SARS-CoV-2-targeting monoclonal antibodies and antivirals, accurately replicating both placebo and treatment responses. Additionally, the model was extended to predict hospitalization or mortality rates within a population. The study underscores the utility of QSP models in optimizing the timing of pharmacological interventions for COVID-19, potentially streamlining the development of effective treatments.","- Treatment: SARS-CoV-2-targeting monoclonal antibodies and antivirals (specific examples may include remdesivir, nirmatrelvir/ritonavir, or similar treatments mentioned in the study).
- Specie: Human
- Pathology: Covid-19
- Biological context: Immune system response and viral dynamics in plasma and lung tissues.
- Time scale: day","Main Inputs:
To vary regimen for drug administration(Tag(s): PS):
- Drug dose:  doseMolnupiravir
- Choose the formulation  TreatmentFormulation
To change patient and population descriptors(Tag(s): PDK, PDU):
- Body weight:  bodyWeight
Standard simulations:
- Advanced PK (Several doses):  Duration: 25 Days; Observation Frequency: 1 hour","Suggested Outputs:
- Molnupiravir concentration  in plasma  (Tag(s): Output)  :    Blood.Molnupiravir
- Cytokines/interleukines concentration in plasma  (Tag(s): Output)  :    vmassPermLIFNb, vmassPermLIFNg, vmassPermLIL10, vmassPermLIL12, vmassPermLIL1b, vmassPermLIL2, vmassPermLIL6, vmassPermLTNFa","- Variables (56): Various components such as virus cells cycle, immune response in lung and lymphatic nodes
- Odes (56): Describe all variable dynamics
- Parameters (430): Equilibrium constants, reaction rates and some technical parameters.
- Compartments (3): Blood, Gut, Liver. Not fundamental for the model","- Possibility to select initial severity subpopulation : mild or severe
- Possibility to design the administration protocol (dose, frequency)
- Inputs of interest:
    doseMolnupiravir: Initial dose of Molnupiravir injected by bolus [mg]
    recurrenceMolnupiravir: Event-related parameter, spacing between 2 doses [day]
    additionalDoses: Number of additional doses [dimensionless]
    startMolnupiravir: start of the 1st injection [hour]
- Outputs of interest:
    Blood.Molnupiravir
    vmassXXX interleukines",200,Freemium
Pathophysiology Library,Bacillus Calmette–Guérin (BCG),"Bunimovich et al., 2008",PKPD,"This model explores the dynamics of superficial bladder cancer growth and its treatment through pulsed immunotherapy using Bacillus Calmette–Guérin (BCG), an attenuated strain ofMycobacterium bovis. A well-established clinical procedure, BCG immunotherapy is analyzed in this study through a mathematical framework employing impulsive differential equations. By combining analytical and numerical methods, the authors identify critical threshold values for BCG dosage and pulsing frequency necessary for effective treatment. Furthermore, the paper delineates treatment scenarios where tumor eradication is achieved while keeping adverse side effects at manageable levels through immune system regulation.","- Treatment: BCG
- Specie: Human
- Pathology: Non Muscle Invasive Bladder Cancer
- Biological context: PKPD model of BCG applied to NMIBC to observe the evolution of the tumor size.
- Virtual population characteristics: None.
- Time scale: days to weeks
- Biological scale: -","Main Inputs:
- Vary dose of BCG  (Tag(s): PS):  TreatmentBCG_Dose
- Initial amount of Tumor uninfected  (Tag(s): PDU):  Tu_init
Standard simulations:
- Advanced PK (Several doses):  Duration: 9 weeks; Observation Frequency: 1 hour","Suggested Outputs:
- Total tumor cells  (Tag(s): Output)  :    T
- Quantity of BCG in bladder  (Tag(s): Output)  :    B","- Variables (4) : BCG, Infected Tumor Cells, Uninfected Tumor Cells, Effector Cells
- Bioreactions (0):  None.
- ODEs (4): For each variable.
- Parameters (19): Drug pharmacokinetic and protocol related (dose regimen).
- Compartments (0): All variables are in the bladder wall, and no compartment was defined.","- Possibility to design the administration protocol (dose, frequency)
- Possibility to vary initial size of the tumor
- Inputs of interest:
    TreatmentBCG_Dose: Dose of BCG [Nb of BCG]
    TreatmentBCG_Start, TreatmentBCG_Occurence, TreatmentBCG_NbDose: Define the regimen (beginning, delay between doses, number of doses)
  
- Outputs of interest
    B, E, Tu, Ti: All variables [Nb of cells]",200,Freemium
Pathophysiology Library,Acute myeloid leukemia,Jost - 2020,PKPD,"The developed  population pharmacokinetic/pharmacodynamic model combine a myelosuppression model considering endogenous granulocyte-colony stimulating factor (G-CSF), a PK model for cytarabine (Ara-C), a subcutaneous absorption model for exogenous G-CSF, and a two-compartment model for leukemic blasts.","- Treatment: Cytarabine (Ara-C), and exogenous G-CSF
- Specie: Human
- Pathology: Acute myeloid leukemia
- Biological context:
- Virtual population characteristics: a virtual population has been created using parameters given in Table I and  Table S2 from the manuscript. Note that for Ara-C treatment, PK parameters are the same for all patients.
- Time scale: Month
- Biological scale: cellular","Main Inputs:
To vary regimen for drug administration(Tag(s): PS):
- Drug dose Cytarabine:  DosedoseAraC
- Drug dose Lenograstim :  doseLenograstim
To change patient and population descriptors(Tag(s): PDK, PDU):
- Body surface area:  BSA
- Age:  Age
- Bone marrow cellularity:  BMcellularityCategory  
Standard simulations:
- Advanced PK (Several doses):  Duration: 60 Days; Observation Frequency: 10 minutes","Suggested Outputs:
- Circulating matured white blood cells  (Tag(s): Output)  :    CirculatingWBC_matured  
- Circulating leukemic cells  (Tag(s): Output)  :    LeukemicBlasts_Blood
- Cytarabine concentration in blood  (Tag(s): Output)  :  concAraC_ugPermL","- Variables (11) : Variables displayed in Fig 1
- ODEs (11): Dynamics of each variables
- Parameters (67): All equilibrium constants and protocol specific parameters
- Compartments: Central and peripheral for Ara-C; Bone marrow for leukemic and white blood cells, central compartment for G-CSF","- Possibility to vary patient descriptors (BSA, age, patient category of BM cellularity)
- Possibility to vary drugs regimen (dose, recurrence, infusion duration)
- Outputs of interest (tag Output):
    concAraC_ugPermL: Blood concentration of Ara-C [µg/mL]
    CirculatingWBC_matured: Circulating matured white blood cells (WBC) in peripheral blood [10^9 cells/L]
    GCSF_endogenous: Endogenous G-CSF concentration [ng/L]
    h_blasts: Relative blast count in bone marrow [%]",200,Freemium
Pathophysiology Library,Preclinical prostate cancer,Barnaby 2022,QSP,The model of PCa growth and response to treatment with androgen deprivation (ADT) was constructed based on ordinary differential equations (ODEs). Model species are assumed to reside in two physiological compartments: the tumor; and lymphatic organs such as tumor draining lymph nodes or the spleen.,"- Treatment: Androgen deprivation
- Species: Mouse xenograft
- Pathology: Prostate cancer
- Biological context: The model is a mechanistic quantitative systems pharmacology model of the pathophysiology of prostate cancer that was developed to predict the therapeutic potential of ADT and Sipuleucel-T (Provenge) combination.
- Virtual population characteristics: None.
- Time scale: weeks","Main Inputs:
To activate androgen deprivation(Tag(s): PS):
- Androgen:  isAndrogenDeprivationTherapyAdministered
To change patient and population descriptors(Tag(s): PDK, PDU):
- Body weight:  bodyWeight
Standard simulations:
- Simple PK (1 dose):  Duration: 1 Day; Observation Frequency: 2 hours
- Advanced PK (Several doses):  Duration: 7 Days; Observation Frequency: 2 hours","Suggested Outputs:
- Tumor volume  (Tag(s): Outputs)  :    vtum","- Variables (19): all variables describes in figure 1
- Odes (19): Describes Tumor growth  and immune system dynamic
- Bioreactions (0): None
- Parameters (90): All equilibrium constants and protocol specific parameters
- Compartments (2): tumor and lymphoid compartment but not explicitly modeled","- Possibility to select when ADT will start
- Outputs of interest (tag: Outputs):
    vtum: Tumor volume [mm**3]
    numberOfTumorCells: Total number of tumor cells (living and dead cells)
    percentApoptoticCells: Percentage of apoptotic cancer cell
    T4_A, T8_A,T_reg: number of activated CD4+, CD8+ and Treg in the tumor",200,Freemium
Pathophysiology Library,HER2+ Breast cancer,Zhou 2024,QSP,"The model was constructed based on ordinary differential equations (ODEs). Cellular biological behaviors of the ErbB system were described mainly by mass-action laws, from receptor-ligand binding to receptor dimerization, phosphorylation and degradation, then to activation of downstream signaling pathways, while signal transduction, feedback loop, and tumor growth were described by Hill functions.Five clinically approved therapeutics including T-DM1, T-DXd, lapatinib, pyrotinib and capecitabine were incorporated into the model and their PK profiles were characterized using standard ODE-based compartment models. To characterize the concentrations of drugs entering the tumor microenvironment, a simplifying assumption is used: drug exposures in the tumor are proportional to that in the blood, as described by tumor partition coefficients. For the two antibody drug conjugateds (ADCs), it was assumed that they could enter tumor microenvironment at a constant rate from central compartment.","- Treatment: lapatinib, pyrotinib, capecitabine, T-DM1 and T-DXd
- Specie: Mouse
- Pathology: HER2+ breast cancer
- Biological context: The model is a mechanistic quantitative systems pharmacology model of the pathophysiology of HER2+ metastatic breast cancer that was extensively calibrated and validated against multiscale data to quantitatively predict and characterize the signal transduction and preclinical tumor growth kinetics under different therapeutic interventions at the in vitro and in vivo levels.
- Virtual population characteristics: None.
- Time scale: hour to weeks",,,"- Variables (57): All drugs in the different compartments, some drug metabolites, four ErbB receptors and their respective ligands
- Odes (1): Describes Tumor growth dynamic
- Bioreactions (78): Describe all variables dynamics except tumor growth
- Parameters (260): All equilibrium constants and protocol specific parameters
- Compartments (10): tumor cell volume; apparent distribution compartment-volume of capecitabine; apparent distribution compartment-volume of capecitabine metabolites; central compartment-volume, of ADC, mAb, lapatinib, pyrotinib; central compartment-volume of payload; peripheral compartment-volume, of ADC, mAb; peripheral compartment-volume of payload;  peripheral compartment-volume of lapatinib; peripheral compartment-volume of pyrotinib","- Possibility to select one or several drug to administered
- Possibility to vary the regimen (dose, frequency)
- Possibility to select  input dose between flat dose, dose per body weight or dose per surface area
- Outputs of interest (tag: Output):
    TumorVolume: Tumor volume [mm**3]
    Vc.ADC: ADC concentration in central compartment [nanomol/L]
    Vc.lapatinib: Lapatinib concentration in central compartment [nanomol/L]
    Vc.pyrotinib: Pyrotinib concentration in central compartment [nanomol/L]
    Vc.TTmAb: total antibody concentration in central compartment [nanomol/L]
    DAR.DAR: Drug-Antibody Ratio [scount]",200,Freemium
Pathophysiology Library,Apoptosis,Hendrata 2016,Mechanistic,"Apoptosis, also known as programmed cell death, is a crucial process in multicellular organisms. It plays a vital role in development, tissue homeostasis, and immune system function by eliminating unwanted or damaged cells. Apoptosis occurs through three main pathways: extrinsic, intrinsic, and perforin-dependent. Defective apoptosis can trigger the development and progression of cancer. Figure 1 give a schematic representation of the pathways and protein involved but to summarize:1. Extrinsic Pathway (Death Receptor Pathway):
- Trigger: Initiated by external signals from neighboring cells or the immune system.
- Key players: Death receptors (e.g., Fas, TNFR1) on the cell surface bind to specific ligands (e.g., Fas ligand, TNF-α).
- Signaling: Binding activates adaptor proteins, leading to the formation of a Death-Inducing Signaling Complex (DISC).
- Execution: DISC activates caspase-8, which directly cleaves and activates downstream caspases, ultimately leading to cell death.
2. Intrinsic Pathway (Mitochondrial Pathway):
- Trigger: Activated by internal stress signals like DNA damage, nutrient deprivation, or hypoxia.
- Key players: BCL-2 protein family members, including pro-apoptotic (e.g., Bax, Bak) and anti-apoptotic (e.g., Bcl-2, Bcl-xL) proteins.
- Signaling: Pro-apoptotic proteins induce mitochondrial outer membrane permeabilization (MOMP).
- Execution: MOMP releases cytochrome c, which activates caspase-9 and downstream caspases, triggering cell death      3. Perforin-Dependent Pathway:
- Trigger: Mediated by cytotoxic T lymphocytes (CTLs) and natural killer (NK) cells of the immune system.
- Key players: Perforin, a protein secreted by CTLs/NKs, and granzymes, serine proteases released into the target cell.
- Action: Perforin creates pores in the target cell membrane, allowing granzymes to enter and activate caspases directly, leading to cell death.","- Treatment: mesenchymal stem cells secretome
- Specie: in vitro
- Pathology: Cancer
- Biological context: The apoptosis pathways is a multiscale hybrid discretecontinuous model that integrates continuous models of the apoptosis signaling pathways and chemical concentration dynamics at the molecular and extracellular levels into a discrete agent-based model at the cellular level to study the role of secretome and quantify the contribution of each signaling pathway in inducing apoptosis of HeLa cancer cells.
- Virtual population characteristics: Cell-to-cell variability has been introduced in initial conditions. Initial conditions were distributed using a normal distribution between 0 and 1 on variable defined in table 4 of the manuscript
- Time scale: hours to days
- Biological scale: cellular","Main Inputs:
- To vary secretome (Tag(s): PS):  Secretome
Standard simulations:
- Simple PK (1 dose):  Duration: 800 hours; Observation Frequency: 1 hour","Suggested Outputs:
- Follow a state of apoptosis  (Tag(s): Outputs)  :    Apoptosis","- Variables (40) : Variables  (as monomolecular  or complexed entites) displayed in Fig 1
- ODEs (40): Dynamics of each variables
- Parameters (87): All equilibrium constants
- Compartments (0): None","- Possibility to select Cell-to-cell variability
- Possibility to vary Secretome concentration
- Outputs of interest:
    Apoptosis: A variable scaled between 0 (no Apoptosis) and 1 (Complete activation)
    All variables defined in figure 1",200,Freemium
Pathophysiology Library,Blue Light Treatment of Psoriasis,Zandra C. Félix Garza 2017,PKPD,"The effect of blue light irradiation of psoriatic skin (BLISS) is modeled, and the hypothesis of regulation of proliferation of cells is tested. It is a mechanistic model of cellular epidermal dynamics that analyze  a temporary decrease of keratinocytes hyper-proliferation and may explain the outcome of phototherapy with blue light. The results suggest that the main effect of blue light on keratinocytes impacts the proliferative cells.","- Treatment: Blue light
- Specie: Human
- Pathology: Psoriasis
- Biological context: The model is a reduced model of psoriasis treated with blue light. It accounts for the evolution of several cells (stem cells, corneocytes, granulocytes, spinous cells) under the effect of blue light.
- Virtual population characteristics: Theoretical distribution is given.
- Time scale: day","Main Inputs:
- Vary the  intensity of the radiation  (Tag(s): PS):  treatmentRadiation
Standard simulations:
- Advanced PK (Several doses):  Duration: 800 Days; Observation Frequency: 12 hours","Suggested Outputs:
- Corneocyte (keratinocytes without nuclei and cytoplasmic organelles)  in psoriatic and healthy state  (Tag(s): Output)  :  Corneocyte, Corneocyte2
- Spinous cell (keratin producing epidermal cells) in psoriatic and healthy state  (Tag(s): Output)  :  Spinouscells, Spinouscells2
- Stem cell (undifferentiated cells) in psoriatic and healthy state  (Tag(s): Outputs)  :  StemCells, StemCells2","- Variables (12): Various cells involved in the model (mmol)
- Reactions (35): Describe all variable dynamics
- Parameters (55): Equilibrium constants, reaction rates and some technical parameters to control the treatment administration.
- Compartments (2): Healthy Skin and Psoriatic Skin","- Possibility to vary the treatments inputs (beginning, end, duration of the radiation, intensity of the radiation): treatmentRadiation, Treatment_Duration, therI, treatmentStart
- Outputs of interest:
    Corneocyte (keratinocytes without nuclei and cytoplasmic organelles)
    Spinous cell (keratin producing epidermal cells)
Stem cell (undifferentiated cells)",200,Freemium
Pathophysiology Library,Inflammatory Bowel Disease,Rogers 2020,QSP,Inflammatory bowel disease (IBD) is a heterogeneic disease with a variety of treatments targeting different mechanisms. Here we focus on key clinical biomarkers following five different treatment options for Crohn’s disease.,"- Crohn’s disease
- Treatments included anti-TNFα (infliximab), anti-IL-12p40 (ustekinumab), anti-IL-23 (risankizumab and brazikumab), and anti-IL-6 (PF-04236921)",,,"- Variables (38) : Mainly Interleukines, immune cells in blood and gut
- Bioreactions (116): Very specific reactions for all species
- Parameters (336): Mainly equilibrium constant
- Compartments: Blood, Gut, Liver & Peripheral","- Possibility to model up to five different treatments
- 4 mechanisms of actions
- Inputs of interest:
    Initial concentration of treatment
- Outputs of interest:
    IL17 (blood and gut), Calprotectin, CRP",200,Freemium
